LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,JJ,SCH_SAL_TOTPERS_WOFED,SCH_FTE_TEACH_WOFED,SCH_SAL_TEACH_WOFED,SCH_NPE_WOFED,SCH_FTE_AID_WOFED,SCH_SAL_AID_WOFED,SCH_FTE_SUP_WOFED,SCH_SAL_SUP_WOFED,SCH_FTE_ADM_WOFED,SCH_SAL_ADM_WOFED,SCH_SAL_TEACH_WFED,SCH_FTE_AID_WFED,SCH_SAL_AID_WFED,SCH_FTE_SUP_WFED,SCH_SAL_SUP_WFED,SCH_FTE_ADM_WFED,SCH_SAL_ADM_WFED,SCH_SAL_TOTPERS_WFED,SCH_NPE_WFED
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00792,Chamberlayne Elementary,510189000792,No,1861116,29.5,1371650,15145,3,121985,5,213611,2,153870,1571404,4,143095,6,244031,2,153870,2112400,29586
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00793,Crestview Elementary,510189000793,No,2124540,32,1683772,17722,6,169851,4,175058,1,95859,1931888,7,189112,4,175058,1,95859,2391917,19542
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00794,Cashell Donahoe Elementary,510189000794,No,1997944,29.6,1521397,19794,4,130170,5,184787,2,161590,2021496,5,155188,6,212855,2,161590,2551129,31607
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00795,Douglas S. Freeman High,510189000795,No,6916619,106,5702992,95103,6,230169,13,581896,5,401562,5702992,6,231151,13,581896,5,401562,6917601,95103
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00796,Dumbarton Elementary,510189000796,No,2621230,42.92,2241670,24195,3,27848,5,183589,2,168123,2436909,5,116532,6,212322,2,168123,2933886,38499
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00797,Elizabeth Holladay Elementary,510189000797,No,2641806,44,2199850,21909,4,59395,6,220827,2,161734,2447311,6,145414,7,249560,2,161734,3004019,38645
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00798,Fair Oaks Elementary,510189000798,No,1949444,33.5,1476827,15139,6,128619,5,167471,2,176527,1762509,6,169593,6,208828,2,176527,2317457,30501
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00799,Fairfield Middle,510189000799,No,4353994,67.4,3413040,84093,7,219802,9,351205,4.8,369947,3867075,8,240007,9,351205,4.8,369947,4828234,84093
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00800,George H. Moody Middle,510189000800,No,4247457,67.5,3511998,61206,5,107737,9,362448,4,265274,3533239,6,136196,9,362448,4,265274,4297157,61206
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00801,Glen Allen Elementary,510189000801,No,2716855,39.8,2134080,28181,4,198357,4,222751,2,161667,2135238,5,241961,4,222751,2,161667,2761617,28181
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00802,Glen Lea Elementary,510189000802,No,2229267,31,1674828,16056,5,178344,7,183219,2,192876,2002362,7,215107,8,208323,2,192876,2618668,36920
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00803,Quioccasin Middle School,510189000803,No,4042809,46,3177483,61452,4,155958,8,343714,4,365654,3637567,5.2,177068,8,343714,4,365654,4524003,62125
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00804,Henrico High,510189000804,No,7372070,118.4,6080727,110037,6,190028,15,607386,6,493929,6267269,8,241083,15,607386,6,493929,7609667,110362
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00805,Academy at Virginia Randolph,510189000805,No,3566712,55.7,3000100,1738672,4,127724,6.5,247428,2,191460,3089844,5,159915,6.5,247428,2,191460,3688647,1798354
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00806,Hermitage High,510189000806,No,7093643,108.2,5778374,78818,9,337265,13,519864,5,458140,6082874,10,356239,13,519864,5,458140,7417117,78818
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00808,Highland Springs Elementary,510189000808,No,3145862,43.5,2352600,27196,11,281343,5,255525,3,256394,2773042,13,320578,6,284259,3,256394,3634273,51032
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00809,Highland Springs High,510189000809,No,7503778,119.7,6107249,87507,11,240784,15,580022,6,575723,6337342,11,240784,15,580022,6,575723,7733871,87507
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00811,John Randolph Tucker High,510189000811,No,7344943,111.4,6152476,89506,6,193017,13,549271,5,450179,6252708,9,255529,14,549271,5,450179,7507687,89526
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00812,Jackson Davis Elementary,510189000812,No,2496728,37.3,1987549,21723,3.5,141491,5,201226,2,166462,2042555,4.5,164676,5,201226,2,166462,2574919,21723
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00813,Jacob L. Adams Elementary,510189000813,No,1867197,28.5,1505990,17238,1,67368,5,140284,2,153555,1866902,5,153686,6,169018,2,153555,2343161,43332
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00814,Laburnum Elementary,510189000814,No,2633100,42,2134191,21697,5,154036,6,185730,2,159143,2459023,5,155628,7,268473,2,159143,3042267,39720
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00815,Lakeside Elementary,510189000815,No,2299798,37.5,1806657,17598,7,199872,5,195749,1,97520,2000859,8,230302,6,219436,1,97520,2548117,30061
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00816,Longdale Elementary,510189000816,No,2514605,39,1934545,22690,7,209180,5,217274,2,153606,2193004,9,250979,6,249031,2,153606,2846620,40280
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00817,Maybeury Elementary,510189000817,No,2713112,44,2214623,31894,4,145396,5,203725,1.5,149368,2265305,4,145396,5,203725,1.5,149368,2763794,31894
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00818,Montrose Elementary,510189000818,No,1973109,31.75,1428837,19433,4,155614,5,203191,2,185467,1670351,6,196597,6,231938,2,185467,2284353,29441
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00819,Pemberton Elementary,510189000819,No,1843850,25,1415529,12745,3,153556,4,178906,1,95859,1441836,3,153556,4,178906,1,95859,1870157,12745
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00820,Pinchbeck Elementary,510189000820,No,2285290,34.75,1843338,23812,4,114587,4,171588,2,155777,1844561,4,147542,4,171588,2,155777,2319468,23812
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00821,R.C. Longan Elementary,510189000821,No,2196663,34,1740448,18691,4,153980,5,206376,1,95859,1877150,6.5,215069,5,206376,1,95859,2394454,20902
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00822,Harold Macon Ratcliffe Elementary,510189000822,No,2302681,33.8,1735459,24269,8,228663,5,188118,2,150441,2019508,8,228663,6,213385,2,150441,2611997,36509
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00823,Ridge Elementary,510189000823,No,2460222,37.5,1975788,23358,1,130900,5,200904,2,152630,2082785,2,152375,6,233978,2,152630,2621768,41991
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00824,Ruby F. Carver Elementary,510189000824,No,3145862,34,2352600,27196,3,281343,5,255525,2,256394,2773042,3,320578,5,284259,2,256394,3634273,51032
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00825,Sandston Elementary,510189000825,No,1074948,17,767305,10526,1,41991,4,169793,1,95859,960878,3,96898,5,196733,1,95859,1350368,17373
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00826,Seven Pines Elementary,510189000826,No,2122712,29,1664605,19428,3,75471,5,197522,2,185114,1665721,3,75471,5,197522,2,185114,2123828,19428
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00827,Short Pump Elementary,510189000827,No,2117345,32.6,1769283,18187,3,65211,4,171561,2,111290,1870470,3,65211,4,171561,2,111290,2218532,18187
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00828,Skipwith Elementary,510189000828,No,2361727,37,1923217,16213,3,72663,5,213040,2,152807,2082573,5,128623,5,213040,2,152807,2577043,19210
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00829,Three Chopt Elementary,510189000829,No,1574445,25.3,1219255,11484,3,92729,9,166602,1,95859,1355910,5,142024,9,166602,1,95859,1760395,13155
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00830,Maude Trevvett Elementary,510189000830,No,2056618,31.5,1591977,18335,3,105228,5,201359,2,158054,1687832,4,144457,5,201359,2,158054,2191702,22317
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00831,Tuckahoe Elementary,510189000831,No,2655375,44.5,2203008,28628,2,77294,5,208611,2,166462,2238787,2,99941,5,208611,2,166462,2713801,28628
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00832,Tuckahoe Middle,510189000832,No,4373671,67.9,3541228,57064,5,150885,8,337655,5,343903,3541228,5,150885,8,337655,5,343903,4373671,57224
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00834,Varina Elementary,510189000834,No,1729996,26,1218622,17971,5,158596,3,187141,2,165637,1312103,6,177254,5,187141,2,165637,1842135,17971
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00835,Varina High,510189000835,No,6980841,113.5,5759153,110952,6,199693,13,551749,6,470246,5941545,8,239977,14,607726,6,470246,7259494,110952
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,00869,Arthur Ashe Jr. Elementary,510189000869,No,2388186,36,1859296,17745,6,173622,5,172222,2,183046,2126163,8,214820,6,200289,2,183046,2724318,34286
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,01128,Henry D. Ward Elementary,510189001128,No,2250049,34.5,1756182,19516,4,129439,6,195627,2,168801,1967905,6,171724,10,395054,2,168801,2703484,36997
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,01384,Springfield Park Elementary,510189001384,No,2747808,42,2325841,25538,2,85897,5,190842,1.5,145228,2339825,2.5,97489,5,190842,1.5,145228,2773384,25538
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,01622,L. Douglas Wilder Middle,510189001622,No,4068689,66.4,3169138,66078,8,215085,7,267018,4,417448,3555940,9,255690,9,297131,5,417448,4526209,404260
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,01624,Nuckols Farm Elementary,510189001624,No,2379510,38,1938468,23128,2,97473,4,187448,3,156121,1984652,3,118451,4,187448,3,156121,2446672,23128
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,01850,John Rolfe Middle,510189001850,No,4555335,76.5,3825020,79955,4,129770,9,307592,4,292953,3825020,7,173604,9,362272,4,292953,4653849,80315
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,01851,Mills E. Godwin High,510189001851,No,6726517,100.2,5556171,82243,3,163124,12,537970,5,469252,5730539,4,182800,12,537970,5,469252,6920561,82243
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,01911,Pocahontas Middle,510189001911,No,3770445,58.5,3066543,52406,4,158829,7,279521,3,265552,3066543,5,177799,7,279521,3,265552,3789415,52406
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,01912,Echo Lake Elementary,510189001912,No,2475412,38.77,2024970,28258,5,156808,4,182077,1.5,111557,2133060,7,201623,4,182077,1.5,111557,2628317,28258
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,02123,Gayton Elementary,510189002123,No,2130729,33,1709983,21460,1,61949,4,179744,2,179053,1802069,2,82927,4,179744,2,179053,2243793,18064
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,02124,Anthony P. Mehfoud Elementary,510189002124,No,1865853,24.75,1423497,14432,4,148556,4,197941,1,95859,1423994,4,148556,4,197941,1,95859,1866350,14432
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,02278,Deep Run High,510189002278,No,6476024,100.4,5413510,85931,5,202028,12,490822,5,369664,5460314,6,221248,12,490822,5,369664,6542048,86551
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,02410,Rivers Edge Elementary,510189002410,No,2645049,41.5,2188577,32295,3,121123,4,172719,2,162630,2238532,4,143771,4,172719,2,162630,2717652,32295
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,02440,Hungary Creek Middle,510189002440,No,4701537,72.7,3779371,55141,5,259288,8,305812,4,357066,3783389,7,309351,8,305812,4,357066,4755618,55141
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,02441,Greenwood Elementary,510189002441,No,2559553,40,2024291,29398,5,202285,5,184658,2,148319,2190150,6,221425,5,184658,2,148319,2744552,29398
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,02442,Virginia Randolph Education Center,510189002442,No,1130613,12,532310,17094,16,380644,3.5,138193,1,79466,832135,18,439911,3.5,138193,1,79466,1489705,17094
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,02536,Twin Hickory Elementary,510189002536,No,2352614,39.5,2012997,25390,0.5,24958,4,165610,2,149049,2081413,1.5,62255,5,165611,2,149049,2458328,25390
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,02756,Colonial Trail Elementary,510189002756,No,2702114,43,2268436,26946,5,145679,4,172030,2,115969,2331498,6,166789,4,172030,2,115969,2786286,26946
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,02757,Elko Middle,510189002757,No,4007655,66.56,3271815,52420,6,104002,8,296873,4,334965,3271815,7,145295,8,296873,4,334965,4048948,52780
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,02788,Harvie Elementary,510189002788,No,2478022,41.7,1989127,2291712,4,129427,5,195069,2,164399,2233664,6,172449,6,237871,2,164399,2808383,39073
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,02833,Holman Middle,510189002833,No,3916266,58.8,3138434,52131,5,206568,8,299784,3,271480,3206967,6,226162,8,299784,3,271480,4004393,52131
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,02837,Glen Allen High,510189002837,No,6580906,105.4,5465442,88750,6,235352,12,507380,5,372732,5513658,6,235352,12,507380,5,372732,6629122,89050
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,02841,Center for Diversified Studies,510189002841,No,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,02842,Program for Academic and Career Enhancement (PACE),510189002842,No,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,02844,ISEAP Program,510189002844,No,361803,4,288293,8363,0,NA,0,NA,1,73510,288293,0,0,0,0,1,73510,361803,8363
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,02845,General Academic Development,510189002845,No,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,02856,New Bridge Learning Center,510189002856,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1752166,2,277673,2,711917,1,87736,2829492,361468
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,02940,Generating Recovery of Academic Direction,510189002940,No,740733,5,559284,8391,0,NA,3,85590,1,95859,559284,0,0,3,85590,1,95859,740733,8391
VA,VIRGINIA,5101890,HENRICO CO PBLC SCHS,02953,David A. Kaechele Elementary,510189002953,No,1853432,28,1431932,18091,2,77249,4,179507,2,164744,1530052,4,121236,4,179507,2,164744,1995539,18091
VA,VIRGINIA,5101920,HENRY CO PBLC SCHS,00837,Bassett High,510192000837,No,4129010.19,59,3357257.67,775939.8,3.5,55565.83,10.28,422724.14,4,293462.55,3451799.34,5,74203.29,10.28,422724.14,4,293462.55,4242189.32,775939.8
VA,VIRGINIA,5101920,HENRY CO PBLC SCHS,00838,Campbell Court Elementary,510192000838,No,1257767.21,19,899847.09,205791.15,5.5,109156.96,3.28,181120.12,1,67643.04,1089276.08,12,211936.29,3.28,181120.12,1,67643.04,1549975.53,205791.15
VA,VIRGINIA,5101920,HENRY CO PBLC SCHS,00839,Collinsville Primary,510192000839,No,1161557.1,17.5,834235.93,138486.44,6.5,131651.06,2.78,129103.59,1,66566.52,948667.51,7,258427.06,2.78,129103.59,1,66566.52,1402764.68,138486.44
VA,VIRGINIA,5101920,HENRY CO PBLC SCHS,00840,Laurel Park Middle,510192000840,No,2910619.13,50,2295411.18,442924.72,4,66149.08,7.28,322404.91,3,226653.96,2426022.42,7.28,120696.16,7.28,322404.91,3,226653.96,3095777.45,442924.72
VA,VIRGINIA,5101920,HENRY CO PBLC SCHS,00847,Fieldale-Collinsville Middle,510192000847,No,2992427.34,54,2336144.22,449233.46,7,161238.27,6.78,289699.77,3,205345.08,2538800.82,10,217455.31,6.78,289699.77,3,205345.08,3251300.98,449233.46
VA,VIRGINIA,5101920,HENRY CO PBLC SCHS,00848,John Redd Smith Elementary,510192000848,No,946679.05,14.93,654008.91,139809.83,3.5,90843.9,2.78,135259.72,2,66566.52,758443.56,8,177719.92,2.78,135259.72,2,66566.52,1137989.72,139809.83
VA,VIRGINIA,5101920,HENRY CO PBLC SCHS,00853,Rich Acres Elementary,510192000853,No,1114488.39,17,748789.26,180404.08,6,108259.66,3.78,188544.68,1,68894.79,892306.38,10,215980.66,3.78,188544.68,1,68894.79,1365726.51,180404.08
VA,VIRGINIA,5101920,HENRY CO PBLC SCHS,00855,Drewry Mason Elementary,510192000855,No,1540686.72,23,1054677.42,216627,7.5,176471.64,4.28,197104.14,1.5,112433.52,1186372.18,11.5,291236.68,4.28,197104.14,1.5,112433.52,1787146.52,216627
VA,VIRGINIA,5101920,HENRY CO PBLC SCHS,00857,Sanville Elementary,510192000857,No,1217170.55,18,845547.67,200684.24,5.5,118918.54,3.78,184147.38,1,68556.96,943306.67,8.5,217816.54,3.78,184147.38,1,68556.96,1413827.55,200684.24
VA,VIRGINIA,5101920,HENRY CO PBLC SCHS,00859,G.W. Carver Elementary,510192000859,No,1878325.39,29,1341330.22,2926579.6,10.5,202646.7,4.28,206070.51,2,128277.96,1473249.74,18.5,393443.78,4.28,206070.51,2,128277.96,2201041.99,273191.64
VA,VIRGINIA,5101920,HENRY CO PBLC SCHS,00860,Stanleytown Elementary,510192000860,No,1449515.13,20.99,1031178.85,165742.51,7.5,165222.87,3.78,185470.37,1,67643.04,1091747.38,10.5,252309.91,3.78,185470.37,1,67643.04,1597170.7,165742.51
VA,VIRGINIA,5101920,HENRY CO PBLC SCHS,02125,Magna Vista High,510192002125,No,4192664.84,66.5,3293771.64,657681.44,3,164896.64,10.28,470526.48,4,263470.08,3504407.13,6,204929.57,10.28,470526.48,4,263470.08,4443333.26,657681.44
VA,VIRGINIA,5101920,HENRY CO PBLC SCHS,02443,Mount Olivet Elementary,510192002443,No,1250941.58,18,835086.34,157329.44,7,146390.16,3.78,194172.04,1,75293.04,884159.34,10.5,240049.42,3.78,194172.04,1,75293.04,1393673.84,157329.44
VA,VIRGINIA,5101920,HENRY CO PBLC SCHS,02839,Axton Elementary,510192002839,No,1420696.64,25,1059744.7,280794.08,2,49771.89,3.78,198746.53,1.5,112433.52,1105312.69,7.5,177852.08,3.78,198746.53,1.5,112433.52,1594344.82,280794.08
VA,VIRGINIA,5101920,HENRY CO PBLC SCHS,99999,Center for Community Learning,510192099999,No,357557.36,5,227282.6,140204.69,0,NA,2,65492.97,1,64781.79,227282.6,0,0,2,65492.97,1,64781.79,357557.36,140204.69
VA,VIRGINIA,5101950,HIGHLAND CO PBLC SCHS,00861,Highland Elementary,510195000861,No,962720,14,717148,61308.52,5,100046,2,57128,2,88398.9,918367,6,100495.9,2,57128,1,88398.9,1164389,61308.52
VA,VIRGINIA,5101950,HIGHLAND CO PBLC SCHS,00862,Highland High,510195000862,No,895991,15,688134,82710.53,2,35947.67,2,57298.78,2,114611,846408,2,35947.67,2,57298.78,1,114611.4,1054265.7,82710.53
VA,VIRGINIA,5101980,HOPEWELL CITY PBLC SCHS,00357,Harry E. James Elementary,510198000357,No,2534667,41.25,1948782,175607.9,10,184944,3.44,173574,5.17,227367,2284902,10,184944,3.92,213692,5.17,227367,2910905,316102.74
VA,VIRGINIA,5101980,HOPEWELL CITY PBLC SCHS,00865,Carter G. Woodson Middle,510198000865,No,3402839,49,2464972,218962.46,2,40408,5.14,416795,10.17,480664,2850058,2,40408,7.29,542866,10.17,480664.28,3913996.28,294921.26
VA,VIRGINIA,5101980,HOPEWELL CITY PBLC SCHS,00866,Dupont Elementary,510198000866,No,2750725,44,2127089,160768.76,10,155714,3.44,218720,5.17,249202,2436615,11,174080,3.92,258838,5.17,249202,3118735,301263.6
VA,VIRGINIA,5101980,HOPEWELL CITY PBLC SCHS,00867,Hopewell High,510198000867,No,4590237,68,3422119,349758.21,1,18369,7.14,607433,10.17,542316,3655468,2,37415,7.29,618125,10.17,542316,4853324,376239.27
VA,VIRGINIA,5101980,HOPEWELL CITY PBLC SCHS,00870,Patrick Copeland Elementary,510198000870,No,2792246.71,44,2096389,177242.82,10,227408,3.44,225953,5.17,242496.71,2401266,12,262715,5.92,390739,5.17,242496.71,3297216.71,336193.44
VA,VIRGINIA,5101980,HOPEWELL CITY PBLC SCHS,02279,Woodlawn Pre-School Learning Center,510198002279,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394271,9,154844.5,4.14,198343,0,0,747458.5,99055.07
VA,VIRGINIA,5101980,HOPEWELL CITY PBLC SCHS,02421,New HOPE Academy,510198002421,No,400943,4,191371,120639.43,3,56244,0.14,19602,0.17,133726,202232,3,56244,0.29,29793,0.17,133726,421995,126146.05
VA,VIRGINIA,5102010,ISLE OF WIGHT CO PBLC SCHS,00547,Carrollton Elementary,510201000547,No,2837709.89,46,2402087.49,278379.43,8.5,173441.01,3,101181.47,2,160999.92,2458266.49,9.5,202610.61,3,101181.47,2,160999.92,2923058.49,350893.59
VA,VIRGINIA,5102010,ISLE OF WIGHT CO PBLC SCHS,00872,Carrsville Elementary,510201000872,No,1305428.36,20.6,1069981.4,158755.22,4,65758.95,2.5,90487.05,1,79200.96,1207409.9,5,93273.54,2.5,90487.05,1,79200.96,1470371.45,190527.17
VA,VIRGINIA,5102010,ISLE OF WIGHT CO PBLC SCHS,00873,Hardy Elementary,510201000873,No,2005194.85,31,1643159.91,223262.15,6.5,138253.12,3,80181.9,2,143599.92,1968734.21,8.5,190459.8,3,80181.9,2,143599.92,2382975.83,229861.7
VA,VIRGINIA,5102010,ISLE OF WIGHT CO PBLC SCHS,00874,Smithfield Middle,510201000874,No,2828589.46,44,2367102.05,283648.96,8,170131.53,4,144458.52,2,146897.36,2367102.05,8,170131.53,4,144458.52,2,146897.36,2828589.46,283648.96
VA,VIRGINIA,5102010,ISLE OF WIGHT CO PBLC SCHS,00875,Smithfield High,510201000875,No,5217767.62,85,4379861.92,576365.85,15,283069.34,5,176079.4,5,378756.96,4480791.42,14,283069.34,5,176079.4,5,378756.96,5318697.12,803239.13
VA,VIRGINIA,5102010,ISLE OF WIGHT CO PBLC SCHS,00876,Windsor Elementary,510201000876,No,2510407.65,40,2093568.04,202105.05,8,168104.7,3,101854.91,2,146880,2311883.56,10,213978.19,3,101854.91,2,146880,2774596.66,208849.38
VA,VIRGINIA,5102010,ISLE OF WIGHT CO PBLC SCHS,00877,Windsor High,510201000877,No,2643438.4,38.5,2154035.37,379197.65,5.6,126194.05,4,138209.06,3,224999.92,2154035.37,5.6,126194.05,4,138209.06,3,224999.92,2643438.4,480507.34
VA,VIRGINIA,5102010,ISLE OF WIGHT CO PBLC SCHS,00906,Georgie D. Tyler Middle,510201000906,No,1995391.44,29.5,1667019.55,350431.14,4,92612.36,3,91770.71,2,143988.82,1667019.55,6.4,110378.36,3,91770.71,2,143988.82,2013157.44,350431.14
VA,VIRGINIA,5102010,ISLE OF WIGHT CO PBLC SCHS,02444,Westside Elementary,510201002444,No,3491427.31,54,2901650,335194.27,11,229195.51,4,129797.42,3,230784.38,3009646.5,11,229195.51,4,129797.42,3,230784.38,3599423.81,335194.27
VA,VIRGINIA,5102070,KING AND QUEEN CO PBLC SCHS,00878,Central High,510207000878,No,1360590.92,21.02,924429.59,274410.54,1.05,16332,5.06,241136.25,3,178693.08,1103306.55,3.05,63442.08,5.99,261959.61,3,178693.08,1607401.32,319994.93
VA,VIRGINIA,5102070,KING AND QUEEN CO PBLC SCHS,00879,King & Queen Elementary,510207000879,No,1004985.39,14.54,659870.49,446744.45,1.9,36980.04,3,166131.78,2.5,142003.08,967209.59,6.9,132257.66,3.39,204157.5,2.5,142003.08,1445627.83,493561.52
VA,VIRGINIA,5102070,KING AND QUEEN CO PBLC SCHS,00880,Lawson-Marriott Elementary,510207000880,No,1006741.25,13.56,687193.74,394173.75,0.55,10402.08,3.48,166790.39,2.5,142355.04,956573.47,4.05,82738.16,4.4,204816.11,2.5,142355.04,1386482.78,442154.23
VA,VIRGINIA,5102100,KING GEO CO PBLC SCHS,00881,King George Elementary,510210000881,No,3530198.5,55,2738454.5,68962.25,19,327067,4,198904,4,265773,2798247.5,21,397016.25,4,198904,4,265773,3659940.75,88155.5
VA,VIRGINIA,5102100,KING GEO CO PBLC SCHS,00882,King George High,510210000882,No,4110350.5,64,3159695.5,165754.25,1,18216.5,8,424381.5,7,508057,4012353.75,12,242168,8,424381.5,7,508057,5186960.25,184947.25
VA,VIRGINIA,5102100,KING GEO CO PBLC SCHS,00883,King George Middle,510210000883,No,2829066.5,46,2138284.25,89230.5,6,97384.75,4,245994.5,5,347403,2186969.25,6,97384.75,4,245994.5,5,347403,2877751.5,108423.5
VA,VIRGINIA,5102100,KING GEO CO PBLC SCHS,00884,Potomac Elementary,510210000884,No,2649928.25,45,2031123.25,48640.5,12,161530.5,4,206016,4,251258.5,2074656.25,16,239882.25,4,206016,4,251258.5,2771813,67833.5
VA,VIRGINIA,5102100,KING GEO CO PBLC SCHS,02445,Sealston Elementary,510210002445,No,2869400.75,46,2206345,71003.5,12,192979.25,5,202608.5,4,267468,2300856,15,254984,5,202608.5,4,267468,3025916.5,90196.5
VA,VIRGINIA,5102120,KING WILLIAM CO PBLC SCHS,00885,Hamilton Holmes Middle,510212000885,No,1931322.83,30,1504862.99,101756,1.5,42137.04,2.25,140205.85,4,244116.95,1837455.94,5.5,124786.04,2,140205.85,4,244116.95,2346564.78,101756
VA,VIRGINIA,5102120,KING WILLIAM CO PBLC SCHS,00886,King William High,510212000886,No,2949014.36,42.5,2355538.67,826752,2.5,76308.41,5.25,260487.81,4.4,256679.47,2708420.35,8.5,190475.25,5,260487.81,4.4,256679.47,3416062.88,826752
VA,VIRGINIA,5102120,KING WILLIAM CO PBLC SCHS,02151,Acquinton Elementary,510212002151,No,2111082.62,33,1661772.74,319626,3,72721.84,2.25,134142.08,4,242445.96,1996052.24,10,208242.07,2.25,134142.08,4,242445.96,2580882.35,319626
VA,VIRGINIA,5102120,KING WILLIAM CO PBLC SCHS,02339,Cool Spring Primary,510212002339,No,1666237.12,27,1355856.34,118791,2.6,52952.93,1.25,45543.85,4,211884,1851477.99,8,230875.92,1.25,45543.85,4,211884,2339781.76,141201
VA,VIRGINIA,5102160,LANCASTER CO PBLC SCHS,00887,Lancaster High,510216000887,No,2147995.74,28.25,1503089.41,231664.89,5,110525,7.74,315601.33,3,218780,1546089.41,5,110525,7.74,315601.33,3.2,218780,2190995.74,249732.49
VA,VIRGINIA,5102160,LANCASTER CO PBLC SCHS,00888,Lancaster Middle,510216000888,No,2068292.75,31.5,1421986.49,76318.85,7,137446.64,7,300986.62,3,207873,1464986.49,7,137446.64,7,300986.62,3,207873,2111292.75,78318.85
